"Citation","URL"
"Crick, Jim; Dewsnap, Belinda; Cadogan, John; Souchon, Anne (2019). Implementing the marketing concept through customer value-oriented functional resource investments [extended abstract]. Loughborough University. Conference contribution. https://hdl.handle.net/2134/9724292.v1","https://repository.lboro.ac.uk/articles/conference_contribution/Implementing_the_marketing_concept_through_customer_value-oriented_functional_resource_investments_extended_abstract_/9724292"
"Reed, Michael; Young-Rojanschi, Candice (2015). Biosand filters in schools: can they be restarted after abandonment over the long holidays?. Loughborough University. Conference contribution. https://hdl.handle.net/2134/31248","https://repository.lboro.ac.uk/articles/conference_contribution/Biosand_filters_in_schools_can_they_be_restarted_after_abandonment_over_the_long_holidays_/9586754"
"Meng, Yao; Eftekhari, Mahroo; Loveday, Dennis (2016). Assessing of thermal comfort in multi-stories [sic] old and new residential buildings in China. Loughborough University. Conference contribution. https://hdl.handle.net/2134/21354","https://repository.lboro.ac.uk/articles/conference_contribution/Assessing_of_thermal_comfort_in_multi-stories_sic_old_and_new_residential_buildings_in_China/9431828"
"Memon, Saim; Eames, Philip (2017). Predicting the solar energy and space-heating energy performance for solid-wall detached house retrofitted with the composite edge-sealed triple vacuum glazing. Loughborough University. Conference contribution. https://hdl.handle.net/2134/33913","https://repository.lboro.ac.uk/articles/conference_contribution/Predicting_the_solar_energy_and_space-heating_energy_performance_for_solid-wall_detached_house_retrofitted_with_the_composite_edge-sealed_triple_vacuum_glazing/9561776"
"Tako, Antuela; Robinson, Stewart; Gogi, Anastasia; Radnor, Zoe; Davenport, Cheryl (2020). Evaluating community-based integrated health and social care services: The Simtegr8 approach. Loughborough University. Conference contribution. https://hdl.handle.net/2134/10772876.v1","https://repository.lboro.ac.uk/articles/conference_contribution/Evaluating_community-based_integrated_health_and_social_care_services_The_Simtegr8_approach/10772876"
"Robinson, Stewart (2017). A tutorial on simulation conceptual modeling. Loughborough University. Conference contribution. https://hdl.handle.net/2134/32836","https://repository.lboro.ac.uk/articles/conference_contribution/A_tutorial_on_simulation_conceptual_modeling/9499025"
"Spyrou, Maria; Cook, Malcolm; Mardaljevic, John; Pitcher, James; McMullen, Andrew; Lee, Richard (2015). The operational efficiency of commercial food refrigeration systems: a data mining approach. Loughborough University. Conference contribution. https://hdl.handle.net/2134/18436","https://repository.lboro.ac.uk/articles/conference_contribution/The_operational_efficiency_of_commercial_food_refrigeration_systems_a_data_mining_approach/9437051"
"Murphy, Conor; Broderick, Ciaran; Burt, Timothy P.; Curley, Mary; Duffy, Catriona; Hall, Julia; et al. (2018). A 305-year continuous monthly rainfall series for the island of Ireland (1711-2016). Loughborough University. Journal contribution. https://hdl.handle.net/2134/32813","https://repository.lboro.ac.uk/articles/journal_contribution/A_305-year_continuous_monthly_rainfall_series_for_the_island_of_Ireland_1711-2016_/9481397"
"Uchegbulam, Ifeanyi; Danby, Simon
G.; Lewis, Roger; Carré, Matt J.; Maiti, Raman (2021). Effect of seasonal change on the biomechanical and physical properties of the human skin. Loughborough University. Journal contribution. https://hdl.handle.net/2134/22147268.v1","https://repository.lboro.ac.uk/articles/journal_contribution/Effect_of_seasonal_change_on_the_biomechanical_and_physical_properties_of_the_human_skin/22147268"
"Błażejczyk, Krzysztof; Havenith, George; Szymczak, Robert K (2023). Simulations of the human heat balance during Mount Everest summit attempts in spring and winter. Loughborough University. Journal contribution. https://hdl.handle.net/2134/24968835.v1","https://repository.lboro.ac.uk/articles/journal_contribution/Simulations_of_the_human_heat_balance_during_Mount_Everest_summit_attempts_in_spring_and_winter/24968835"
"Su, Jinya; Liu, Cunjia; Chen, Wen-Hua (2022). UAV multispectral remote sensing for yellow rust mapping: opportunities and challenges. Loughborough University. Chapter. https://hdl.handle.net/2134/19727200.v1","https://repository.lboro.ac.uk/articles/chapter/UAV_multispectral_remote_sensing_for_yellow_rust_mapping_opportunities_and_challenges/19727200"
"Pereira, Tabata Fernandes; Pugliese, Luiz Felipe; Montevechi, Jose Arnaldo Barra; De Oliveira, Mona Liza Moura; Robinson, Stewart; Banerjee, Amarnath (2019). Methodology for the management of discrete event simulation projects based on PMBOK ®: Action research in a high-tech company. Loughborough University. Conference contribution. https://hdl.handle.net/2134/37809","https://repository.lboro.ac.uk/articles/conference_contribution/Methodology_for_the_management_of_discrete_event_simulation_projects_based_on_PMBOK_Action_research_in_a_high-tech_company/9499886"
"Taylor, Simon J.; Anagnostou, Anastasia; Monks, Thomas; Currie, Christine S.; Onggo, Bhakti S.; Kunc, Martin; et al. (2019). Applying the stress guidelines for reproducibility in modeling & simulation: Application to a disease modeling case study. Loughborough University. Conference contribution. https://hdl.handle.net/2134/37810","https://repository.lboro.ac.uk/articles/conference_contribution/Applying_the_stress_guidelines_for_reproducibility_in_modeling_simulation_Application_to_a_disease_modeling_case_study/9499199"
"Franks, Daniel (2023). Heating patterns in English homes and the risk of cold-related illness. Loughborough University. Thesis. https://doi.org/10.26174/thesis.lboro.24225397.v1","https://repository.lboro.ac.uk/articles/thesis/Heating_patterns_in_English_homes_and_the_risk_of_cold-related_illness/24225397"
"Morgan, Eleanor (2006). Derrida's garden. Loughborough University. Journal contribution. https://hdl.handle.net/2134/25228","https://repository.lboro.ac.uk/articles/journal_contribution/Derrida_s_garden/9335396"
"Childs, Dayle; Dewsnap, Belinda; Cadogan, John; Lee, Nick (2020). An analysis of sales self-efficacy change: drivers and outcomes [Extended abstract]. Loughborough University. Conference contribution. https://hdl.handle.net/2134/24121410.v1","https://repository.lboro.ac.uk/articles/conference_contribution/An_analysis_of_sales_self-efficacy_change_drivers_and_outcomes_Extended_abstract_/24121410"
"Dixon, Samuel G. (2017). Seasonal forecasting of reservoir inflows in data sparse regions. Loughborough University. Thesis. https://hdl.handle.net/2134/33524","https://repository.lboro.ac.uk/articles/thesis/Seasonal_forecasting_of_reservoir_inflows_in_data_sparse_regions/9487664"
"Postlethwaite, Verity (2023). The International Paralympic Committee, Beijing 2022 Winter Paralympic Games, and the invasion of Ukraine. Loughborough University. Chapter. https://hdl.handle.net/2134/23261378.v1","https://repository.lboro.ac.uk/articles/chapter/The_International_Paralympic_Committee_Beijing_2022_Winter_Paralympic_Games_and_the_invasion_of_Ukraine/23261378"
"Cale, Lorraine (2009). Research committee update. Loughborough University. Journal contribution. https://hdl.handle.net/2134/11368","https://repository.lboro.ac.uk/articles/journal_contribution/Research_committee_update/9629246"
"Tsang, Christopher; Spentzou, Eftychia; He, Miaomiao; Lomas, Kevin (2018). Evaluating energy savings retrofits for residential buildings in China. Loughborough University. Conference contribution. https://hdl.handle.net/2134/34762","https://repository.lboro.ac.uk/articles/conference_contribution/Evaluating_energy_savings_retrofits_for_residential_buildings_in_China/9437174"
"Kyriakopoulos, Kyriakos; Hughes, Mathew; Hughes, Paul (2020). Do relational capabilities impede or promote technological and market breakthroughs?. Loughborough University. Conference contribution. https://hdl.handle.net/2134/10272158.v1","https://repository.lboro.ac.uk/articles/conference_contribution/Do_relational_capabilities_impede_or_promote_technological_and_market_breakthroughs_/10272158"
"Arjmandi-Tash, Omid (2015). Interaction of foams with a porous support [Poster]. Loughborough University. Conference contribution. https://hdl.handle.net/2134/25763","https://repository.lboro.ac.uk/articles/conference_contribution/Interaction_of_foams_with_a_porous_support_Poster_/9245717"
"Parry, Simon; Wilby, Robert; Prudhomme, Christel; Wood, Paul; McKenzie, Andrew (2018). Demonstrating the utility of a drought termination framework: prospects for groundwater level recovery in England and Wales in 2018 or beyond. Loughborough University. Journal contribution. https://hdl.handle.net/2134/34044","https://repository.lboro.ac.uk/articles/journal_contribution/Demonstrating_the_utility_of_a_drought_termination_framework_prospects_for_groundwater_level_recovery_in_England_and_Wales_in_2018_or_beyond/9483113"
"Lu, Yuzhe; Liu, Xinran; Soltoggio, Andrea; Kolouri, Soheil (2023). SLoSH: set locality sensitive hashing via Sliced-Wasserstein embeddings. Loughborough University. Conference contribution. https://hdl.handle.net/2134/24800322.v1","https://repository.lboro.ac.uk/articles/conference_contribution/SLoSH_set_locality_sensitive_hashing_via_Sliced-Wasserstein_embeddings/24800322"
"Callaghan, Heather; Jackson, Lisa; Dunnett, Sarah; Tako, Antuela (2019). Developing a conceptual model for police custody in the UK. Loughborough University. Conference contribution. https://hdl.handle.net/2134/36775","https://repository.lboro.ac.uk/articles/conference_contribution/Developing_a_conceptual_model_for_police_custody_in_the_UK/9223121"
"Greenroyd, Fraser; Price, Andrew; Demian, Peter; Hayward, Rebecca; Sharma, Shrikant (2017). Modeling and simulating hospital operations in a 3D environment. Loughborough University. Conference contribution. https://hdl.handle.net/2134/27918","https://repository.lboro.ac.uk/articles/conference_contribution/Modeling_and_simulating_hospital_operations_in_a_3D_environment/9424658"
"Hodgkins, Richard; Tranter, Martyn; Dowdeswell, Julian A. (2004). The characteristics and formation of a high-arctic proglacial icing. Loughborough University. Journal contribution. https://hdl.handle.net/2134/3572","https://repository.lboro.ac.uk/articles/journal_contribution/The_characteristics_and_formation_of_a_high-arctic_proglacial_icing/9485006"
"Watts, Glen; Battarbee, Richard W.; Bloomfield, John P.; Crossman, Jill; Daccache, Andre; Durance, Isabelle; et al. (2015). Climate change and water in the UK – past changes and future prospects. Loughborough University. Journal contribution. https://hdl.handle.net/2134/17683","https://repository.lboro.ac.uk/articles/journal_contribution/Climate_change_and_water_in_the_UK_past_changes_and_future_prospects/9483503"
"Tsang, Christopher (2020). Energy-saving retrofits for residential buildings in the hot summer and cold winter zone in China. Loughborough University. Thesis. https://doi.org/10.26174/thesis.lboro.12937004.v1","https://repository.lboro.ac.uk/articles/thesis/Energy-saving_retrofits_for_residential_buildings_in_the_hot_summer_and_cold_winter_zone_in_China/12937004"
"Kinna, Ruth (2019). Anarcho-Corbynism. Loughborough University. Online resource. https://hdl.handle.net/2134/37059","https://repository.lboro.ac.uk/articles/online_resource/Anarcho-Corbynism/9466688"
"Lavers, David; Prudhomme, Christel; Hannah, David M. (2013). European precipitation connections with large-scale mean sea-level pressure (MSLP) fields. Loughborough University. Journal contribution. https://hdl.handle.net/2134/21181","https://repository.lboro.ac.uk/articles/journal_contribution/European_precipitation_connections_with_large-scale_mean_sea-level_pressure_MSLP_fields/9481403"
"Zhang, Tianxiang; Su, Jinya; Liu, Cunjia; Chen, Wen-Hua (2020). State and parameter estimation of the AquaCrop model for winter wheat using sensitivity informed particle filter. Loughborough University. Journal contribution. https://hdl.handle.net/2134/13347176.v1","https://repository.lboro.ac.uk/articles/journal_contribution/State_and_parameter_estimation_of_the_AquaCrop_model_for_winter_wheat_using_sensitivity_informed_particle_filter/13347176"
"Matthews, Tom; Murphy, Conor; Wilby, Robert; Harrigan, Shaun (2015). A cyclone climatology of the British-Irish Isles 1871-2012. Loughborough University. Journal contribution. https://hdl.handle.net/2134/18342","https://repository.lboro.ac.uk/articles/journal_contribution/A_cyclone_climatology_of_the_British-Irish_Isles_1871-2012/9484277"
"He, Cheng-Shiun; Fraser, William D.; Tang, Jason E.; Brown, Kirsty; Renwick, Stephen; Rudland-Thomas, Jay; et al. (2016). The effect of 14 weeks of vitamin D3 supplementation on antimicrobial peptides and proteins in athletes. Loughborough University. Journal contribution. https://hdl.handle.net/2134/17088","https://repository.lboro.ac.uk/articles/journal_contribution/The_effect_of_14_weeks_of_vitamin_D3_supplementation_on_antimicrobial_peptides_and_proteins_in_athletes/9617117"
"Ahmed, Gulraiz; Starov, Victor (2016). Modelling wetting of soft solid substrates [Abstract]. Loughborough University. Conference contribution. https://hdl.handle.net/2134/24534","https://repository.lboro.ac.uk/articles/conference_contribution/Modelling_wetting_of_soft_solid_substrates_Abstract_/9246371"
"Prudhomme, Christel; Young, Andrew R.; Watts, Glen; Haxton, Tracey; Crooks, Sue M.; Williamson, Jennifer; et al. (2012). The drying up of Britain? A national estimate of changes in seasonal river flows from 11 Regional Climate Model simulations. Loughborough University. Journal contribution. https://hdl.handle.net/2134/22123","https://repository.lboro.ac.uk/articles/journal_contribution/The_drying_up_of_Britain_A_national_estimate_of_changes_in_seasonal_river_flows_from_11_Regional_Climate_Model_simulations/9482843"
"Butler, Katie S. (2005). Olympism, myth and reality: British media portrayals of the 2002 Salt Lake City Winter Olympics. Loughborough University. Thesis. https://hdl.handle.net/2134/34850","https://repository.lboro.ac.uk/articles/thesis/Olympism_myth_and_reality_British_media_portrayals_of_the_2002_Salt_Lake_City_Winter_Olympics/9604784"
"Slater, Louise; Villarini, Gabriele (2017). Evaluating the drivers of seasonal streamflow in the U.S. Midwest. Loughborough University. Journal contribution. https://hdl.handle.net/2134/26462","https://repository.lboro.ac.uk/articles/journal_contribution/Evaluating_the_drivers_of_seasonal_streamflow_in_the_U_S_Midwest/9482417"
"Matthews, Tom; Mullan, Donal; Wilby, Robert; Broderick, Ciaran; Murphy, Conor (2016). Past and future climate change in the context of memorable seasonal extremes. Loughborough University. Journal contribution. https://hdl.handle.net/2134/21554","https://repository.lboro.ac.uk/articles/journal_contribution/Past_and_future_climate_change_in_the_context_of_memorable_seasonal_extremes/9482771"
"O'Connell, Sophie; Griffiths, Paula; Clemes, Stacy (2014). Seasonal variation in physical activity, sedentary behaviour and sleep in a sample of UK adults. Loughborough University. Journal contribution. https://hdl.handle.net/2134/16681","https://repository.lboro.ac.uk/articles/journal_contribution/Seasonal_variation_in_physical_activity_sedentary_behaviour_and_sleep_in_a_sample_of_UK_adults/9611342"
"Donegan, Seán; Murphy, Conor; Harrigan, Shaun; Broderick, Ciaran; Quinn, Dáire Foran; Golian, Saeed; et al. (2021). Conditioning ensemble streamflow prediction with the North Atlantic Oscillation improves skill at longer lead times. Loughborough University. Journal contribution. https://hdl.handle.net/2134/14737875.v1","https://repository.lboro.ac.uk/articles/journal_contribution/Conditioning_ensemble_streamflow_prediction_with_the_North_Atlantic_Oscillation_improves_skill_at_longer_lead_times/14737875"
"Heath, Dan (2013). Material tapestry. Loughborough University. Online resource. https://hdl.handle.net/2134/12013","https://repository.lboro.ac.uk/articles/online_resource/Material_tapestry/9334652"
"Al-Kindy, Adil (1998). Macro and microclimate effects on cover zone properties of field cured concrete. Loughborough University. Thesis. https://hdl.handle.net/2134/12446","https://repository.lboro.ac.uk/articles/thesis/Macro_and_microclimate_effects_on_cover_zone_properties_of_field_cured_concrete/9455492"
"Havenith, George; Smith, Caroline J.; Fukazawa, Takako (2008). The skin interface - meeting point of physiology and clothing science. Loughborough University. Journal contribution. https://hdl.handle.net/2134/9289","https://repository.lboro.ac.uk/articles/journal_contribution/The_skin_interface_-_meeting_point_of_physiology_and_clothing_science/9351059"
"Arjmandi-Tash, Omid; Starov, Victor (2016). Interaction of foams with a porous support [Abstract]. Loughborough University. Conference contribution. https://hdl.handle.net/2134/24229","https://repository.lboro.ac.uk/articles/conference_contribution/Interaction_of_foams_with_a_porous_support_Abstract_/9245927"
"Morton, Ashley; Haines, Victoria; Allinson, David (2016). How do householders interact with their heating controls?. Loughborough University. Conference contribution. https://hdl.handle.net/2134/21758","https://repository.lboro.ac.uk/articles/conference_contribution/How_do_householders_interact_with_their_heating_controls_/9340388"
"Gleeson, Michael; Bishop, Nicolette; Oliveira, Marta; Tauler, Pedro (2011). Daily probiotic's (lactobacillus casei shirota) reduction of infection incidence in athletes. Loughborough University. Journal contribution. https://hdl.handle.net/2134/10571","https://repository.lboro.ac.uk/articles/journal_contribution/Daily_probiotic_s_lactobacillus_casei_shirota_reduction_of_infection_incidence_in_athletes/9626873"
"Sadeghi-Movahed, Hossein (2018). Passivhaus summer overheating: the development of an effective natural ventilation system. Loughborough University. Thesis. https://hdl.handle.net/2134/37359","https://repository.lboro.ac.uk/articles/thesis/Passivhaus_summer_overheating_the_development_of_an_effective_natural_ventilation_system/9462521"
"Tsang, Christopher; Spentzou, Eftychia; Lomas, Kevin; He, Miaomiao (2022). Reducing energy consumption and improving comfort by retrofitting residential buildings in the hot summer and cold winter zone of China. Loughborough University. Journal contribution. https://hdl.handle.net/2134/21154723.v1","https://repository.lboro.ac.uk/articles/journal_contribution/Reducing_energy_consumption_and_improving_comfort_by_retrofitting_residential_buildings_in_the_hot_summer_and_cold_winter_zone_of_China/21154723"
"Mears, Aimee; Forrester, Steph; Fleming, Paul; Grant, Rebecca; Farmer, Jon; authors, Various (2024). ISEA 2024: The Engineering of Sport 15, Loughborough UK 8-11 July 2024: Conference Abstracts. Loughborough University. Conference contribution. https://hdl.handle.net/2134/26312143.v1","https://repository.lboro.ac.uk/articles/conference_contribution/ISEA_2024_The_Engineering_of_Sport_15_Loughborough_UK_8-11_July_2024_Conference_Abstracts/26312143"
"Lewis, Jonathan; Lamb, Angela L; Ryves, David; Rasmussen, Peter; Leng, Melanie J; Andersen, Soren H (2019). δ18O-inferred salinity from Littorina littorea (L.)  gastropods in a Danish shell midden at the Mesolithic-Neolithic transition. Loughborough University. Journal contribution. https://hdl.handle.net/2134/10031813.v1","https://repository.lboro.ac.uk/articles/journal_contribution/_18O-inferred_salinity_from_Littorina_littorea_L_gastropods_in_a_Danish_shell_midden_at_the_Mesolithic-Neolithic_transition/10031813"
"He, Cheng-Shiun; Yong, Xin H. Aw; Walsh, Neil P.; Gleeson, Michael (2016). Is there an optimal vitamin D status for immunity in athletes and military personnel?. Loughborough University. Journal contribution. https://hdl.handle.net/2134/23554","https://repository.lboro.ac.uk/articles/journal_contribution/Is_there_an_optimal_vitamin_D_status_for_immunity_in_athletes_and_military_personnel_/9629102"
"Su, Jinya; Liu, Cunjia; Coombes, Matthew; Hu, Xiaoping; Wang, Conghao; Xu, Xiangming; et al. (2018). Wheat yellow rust monitoring by learning from multispectral UAV aerial imagery. Loughborough University. Journal contribution. https://hdl.handle.net/2134/35364","https://repository.lboro.ac.uk/articles/journal_contribution/Wheat_yellow_rust_monitoring_by_learning_from_multispectral_UAV_aerial_imagery/9225737"
"van der Zee, Durk-Jouke; Tako, Antuela; Robinson, Stewart; Fishwick, Paul; Rose, Oliver (2019). Panel: Education on simulation model simplification - Beyond the rules of thumb. Loughborough University. Conference contribution. https://hdl.handle.net/2134/36817","https://repository.lboro.ac.uk/articles/conference_contribution/Panel_Education_on_simulation_model_simplification_-_Beyond_the_rules_of_thumb/9499754"
"Norwood, Tamarin (2024). Ultrasound imaging: A family's perceptions of a baby with terminal prenatal diagnosis. Loughborough University. Journal contribution. https://hdl.handle.net/2134/26984338.v1","https://repository.lboro.ac.uk/articles/journal_contribution/Ultrasound_imaging_A_family_s_perceptions_of_a_baby_with_terminal_prenatal_diagnosis/26984338"
"Tako, Antuela; Kotiadis, Katherine (2018). Participative simulation (PartiSim): A facilitated simulation approach for stakeholder engagement. Loughborough University. Conference contribution. https://hdl.handle.net/2134/36818","https://repository.lboro.ac.uk/articles/conference_contribution/Participative_simulation_PartiSim_A_facilitated_simulation_approach_for_stakeholder_engagement/9499487"
"Wiggs, Giles; Baddock, Matthew; Thomas, David; Washington, Richard; Nield, Joanna; Engelstaedter, Sebastian; et al. (2022). Quantifying mechanisms of aeolian dust emission: field measurements at Etosha Pan, Namibia. Loughborough University. Journal contribution. https://hdl.handle.net/2134/20465415.v1","https://repository.lboro.ac.uk/articles/journal_contribution/Quantifying_mechanisms_of_aeolian_dust_emission_field_measurements_at_Etosha_Pan_Namibia/20465415"
"Kane, Tom (2013). Indoor temperatures in UK dwellings: investigating heating practices using field survey data. Loughborough University. Thesis. https://hdl.handle.net/2134/12563","https://repository.lboro.ac.uk/articles/thesis/Indoor_temperatures_in_UK_dwellings_investigating_heating_practices_using_field_survey_data/9456515"
"Al-Rashidi, Khaled E.; Loveday, Dennis; Al-Mutawa, Nawaf; Havenith, George (2012). A comparison of methods for assessing the thermal insulation value of children's schoolwear in Kuwait. Loughborough University. Journal contribution. https://hdl.handle.net/2134/9180","https://repository.lboro.ac.uk/articles/journal_contribution/A_comparison_of_methods_for_assessing_the_thermal_insulation_value_of_children_s_schoolwear_in_Kuwait/9460484"
"Durrani, Faisal; Samsuddin, S.; Eftekhari, Mahroo; Uno, Y. (2017). Performance assessment of Fanger’s PMV in a UK residential building in heating season. Loughborough University. Conference contribution. https://hdl.handle.net/2134/25038","https://repository.lboro.ac.uk/articles/conference_contribution/Performance_assessment_of_Fanger_s_PMV_in_a_UK_residential_building_in_heating_season/9432461"
"Tink, Victoria J. (2018). The measured energy efficiency and thermal environment of a UK house retrofitted with internal wall insulation. Loughborough University. Thesis. https://hdl.handle.net/2134/33727","https://repository.lboro.ac.uk/articles/thesis/The_measured_energy_efficiency_and_thermal_environment_of_a_UK_house_retrofitted_with_internal_wall_insulation/9454322"
"Yeadon, Fred (1989). Twisting techniques used in freestyle aerial skiing. Loughborough University. Journal contribution. https://hdl.handle.net/2134/8685","https://repository.lboro.ac.uk/articles/journal_contribution/Twisting_techniques_used_in_freestyle_aerial_skiing/9617171"
"Khadka, Arbindra; Matthews, Tom; Perry, L Baker; Koch, Inka; Wagnon, Patrick; Shrestha, Dibas; et al. (2021). Weather on Mount Everest during the 2019 summer monsoon. Loughborough University. Journal contribution. https://hdl.handle.net/2134/13584875.v1","https://repository.lboro.ac.uk/articles/journal_contribution/Weather_on_Mount_Everest_during_the_2019_summer_monsoon/13584875"
"Muhammetoglu, Ayse; Yalcin, Ozgur B.; Ozcan, T.; Balas, L.; Balas, C. (2011). A sustainable method of effluent disposal: case study of Antalya sea outfall, Turkey. Loughborough University. Conference contribution. https://hdl.handle.net/2134/29528","https://repository.lboro.ac.uk/articles/conference_contribution/A_sustainable_method_of_effluent_disposal_case_study_of_Antalya_sea_outfall_Turkey/9592154"
"Trott, Clare (2018). Dyscalculia and transitions into higher education and the workplace. Loughborough University. Journal contribution. https://hdl.handle.net/2134/35021","https://repository.lboro.ac.uk/articles/journal_contribution/Dyscalculia_and_transitions_into_higher_education_and_the_workplace/9366977"
"Pearson, Ruth; Esliger, Dale; Petherick, Emily; Sherar, Lauren; James, B.; Evans, Rachel A.; et al. (2016). The influence of muscle mass in the assessment of lower limb strength in COPD [Abstract]. Loughborough University. Conference contribution. https://hdl.handle.net/2134/25881","https://repository.lboro.ac.uk/articles/conference_contribution/The_influence_of_muscle_mass_in_the_assessment_of_lower_limb_strength_in_COPD_Abstract_/9615497"
"Graham, David; Rice, Stephen (2015). Data/appendices to: Chesil Beach grain-size report: A technical report on the impact of beach management works and evaluation of the Sedimetrics Digital Gravelometer software. Loughborough University. Dataset. https://doi.org/10.17028/rd.lboro.2002947.v1","https://repository.lboro.ac.uk/articles/dataset/Data_appendices_to_Chesil_Beach_grain_size_report_A_technical_report_on_the_impact_of_beach_management_works_and_evaluation_of_the_Sedimetrics_Digital_Gravelometer_software/2002947"
"Short, C. Alan; Pop, Q.M.; Cook, Malcolm J.; Lomas, Kevin (2003). An innovative low energy integrated health and social care building for a deprived community. Loughborough University. Conference contribution. https://hdl.handle.net/2134/12443","https://repository.lboro.ac.uk/articles/conference_contribution/An_innovative_low_energy_integrated_health_and_social_care_building_for_a_deprived_community/9437303"
"Christodoulou, George J. (1994). Groundwater investigation in Paphos region. Loughborough University. Thesis. https://hdl.handle.net/2134/33237","https://repository.lboro.ac.uk/articles/thesis/Groundwater_investigation_in_Paphos_region/9457787"
"Perry, L Baker; Matthews, Tom; Guy, Heather; Koch, Inka; Khadka, Arbindra; Elmore, Aurora; et al. (2020). Precipitation characteristics and moisture source regions on Mt. Everest in the Khumbu, Nepal. Loughborough University. Journal contribution. https://hdl.handle.net/2134/13154492.v1","https://repository.lboro.ac.uk/articles/journal_contribution/Precipitation_characteristics_and_moisture_source_regions_on_Mt_Everest_in_the_Khumbu_Nepal/13154492"
"Short, C. Alan; Lomas, Kevin (2007). Exploiting a hybrid environmental design strategy in a US continental climate. Loughborough University. Journal contribution. https://hdl.handle.net/2134/5275","https://repository.lboro.ac.uk/articles/journal_contribution/Exploiting_a_hybrid_environmental_design_strategy_in_a_US_continental_climate/9458261"
"Blades, Nigel; Lithgow, Katy; Cannon-Brookes, Stephen; Mardaljevic, John (2017). New tools for managing daylight exposure of works of art: case study of Hambletonian, Mount Stewart, Northern Ireland. Loughborough University. Journal contribution. https://hdl.handle.net/2134/22411","https://repository.lboro.ac.uk/articles/journal_contribution/New_tools_for_managing_daylight_exposure_of_works_of_art_case_study_of_Hambletonian_Mount_Stewart_Northern_Ireland/9450752"
"Lavers, David; Prudhomme, Christel; Hannah, David M. (2010). Large-scale climatic influences on precipitation and discharge for a British river basin. Loughborough University. Journal contribution. https://hdl.handle.net/2134/21184","https://repository.lboro.ac.uk/articles/journal_contribution/Large-scale_climatic_influences_on_precipitation_and_discharge_for_a_British_river_basin/9485504"
"Shahalam, Abulbasher M.; Al-Shammari, S.; Abusam, A. (2009). Water use vs. socio-economic factors in a water stressed urban area having economic affluence. Loughborough University. Conference contribution. https://hdl.handle.net/2134/28941","https://repository.lboro.ac.uk/articles/conference_contribution/Water_use_vs_socio-economic_factors_in_a_water_stressed_urban_area_having_economic_affluence/9585515"
"Pan, Wei; Gibb, Alistair; Dainty, Andrew (2005). Houseproud [Practices and strategies of leading UK housebuilders on Offsite-MMC]. Loughborough University. Journal contribution. https://hdl.handle.net/2134/6715","https://repository.lboro.ac.uk/articles/journal_contribution/Houseproud_Practices_and_strategies_of_leading_UK_housebuilders_on_Offsite-MMC_/9457961"
"Todd, V.L.G.; Lepper, Paul; Todd, I.B. (2007). Do harbour porpoises target offshore installations as feeding stations?. Loughborough University. Conference contribution. https://hdl.handle.net/2134/9595","https://repository.lboro.ac.uk/articles/conference_contribution/Do_harbour_porpoises_target_offshore_installations_as_feeding_stations_/9556493"
"Morton, Ashley (2017). Heating use in UK homes. Loughborough University. Thesis. https://hdl.handle.net/2134/25523","https://repository.lboro.ac.uk/articles/thesis/Heating_use_in_UK_homes/9359528"
"Krajenbrink, Henk; White, James C.; Dunbar, Michael J.; Wood, Paul (2021). Macroinvertebrate and diatom community responses to thermal alterations below water supply reservoirs. Loughborough University. Journal contribution. https://hdl.handle.net/2134/18586142.v1","https://repository.lboro.ac.uk/articles/journal_contribution/Macroinvertebrate_and_diatom_community_responses_to_thermal_alterations_below_water_supply_reservoirs/18586142"
"Bolewski, Christin (2011). Metamorphosis. Loughborough University. Online resource. https://hdl.handle.net/2134/18922","https://repository.lboro.ac.uk/articles/online_resource/Metamorphosis/9335045"
"Chmutina, Ksenia; Bosher, Lee; Dainty, Andrew (2015). Securitisation of climate change and natural hazards in the UK. Loughborough University. Conference contribution. https://hdl.handle.net/2134/9125360.v1","https://repository.lboro.ac.uk/articles/conference_contribution/Securitisation_of_climate_change_and_natural_hazards_in_the_UK/9125360"
"Williams, Sheryl; Betts, Tom; Vorasayan, Pongpan; Gottschalg, Ralph; Infield, David (2005). Actual PV module performance including spectral losses in the UK. Loughborough University. Conference contribution. https://hdl.handle.net/2134/8206","https://repository.lboro.ac.uk/articles/conference_contribution/Actual_PV_module_performance_including_spectral_losses_in_the_UK/9551351"
"Bullard, Joanna; Ackerley, David; Millett, Jonathan; Chandler, Jim; Montreuil, Anne-Lise (2019). Post-storm geomorphic recovery and resilience of a prograding coastal dune system. Loughborough University. Journal contribution. https://hdl.handle.net/2134/36768","https://repository.lboro.ac.uk/articles/journal_contribution/Post-storm_geomorphic_recovery_and_resilience_of_a_prograding_coastal_dune_system/9482207"
"Krajenbrink, Henk; White, James C.; Dunbar, Michael J.; Wood, Paul (2021). Supplementary Information Files for: Macroinvertebrate and diatom community responses to thermal alterations below water supply reservoirs. Loughborough University. Dataset. https://doi.org/10.17028/rd.lboro.18597539.v1","https://repository.lboro.ac.uk/articles/dataset/Supplementary_Information_Files_for_Macroinvertebrate_and_diatom_community_responses_to_thermal_alterations_below_water_supply_reservoirs/18597539"
